Emp ID;Name Prefix;First Name;Middle Initial;Last Name;Gender;E Mail;Date of Birth;SSN;Phone No. ;Place Name;County;City;State;Zip;Region;User Name;Father's Name;Mother's Name;Mother's Maiden Name;Time of Birth;Age in Yrs.;Weight in Kgs.;Date of Joining;Quarter of Joining;Half of Joining;Year of Joining;Month of Joining;Month Name of Joining;Short Month;Day of Joining;DOW of Joining;Short DOW;Age in Company (Years);Salary;Last % Hike;Password
575099;Mrs.;Vonda;X;Cotton;F;vonda.cotton@yahoo.co.uk;06/06/1972;232-57-4792;201-950-3115;Gibbstown;Gloucester;Gibbstown;NJ;8027;Northeast;vxcotton;Joe Cotton;Jeanne Cotton;Littleton;9:37:01 a. m.;45.17;58;10/20/2008;Q4;H2;2008;10;October;Oct;20;Monday;Mon;8.78;57543;25%;"7;/!->*vR8M2UG"
173880;Mrs.;Ruthe;M;Hyde;F;ruthe.hyde@gmail.com;02/07/1975;060-02-4855;212-785-9281;Ithaca;Tompkins;Ithaca;NY;14851;Northeast;rmhyde;Dusty Hyde;Robbyn Hyde;Barksdale;12:17:47 a. m.;42.5;53;11/6/05;Q4;H2;2005;11;November;Nov;6;Sunday;Sun;11.73;91721;8%;HO<0oEl/Ie
285252;Prof.;Branden;E;Renshaw;M;branden.renshaw@hotmail.com;2/26/1979;521-99-9416;262-837-7119;Verona;Dane;Verona;WI;53593;Midwest;berenshaw;Pete Renshaw;Malissa Renshaw;Myrick;10:25:16 p. m.;38.44;83;8/8/10;Q3;H2;2010;8;August;Aug;8;Sunday;Sun;6.98;102578;6%;pH7Y9zD!
283547;Mr.;Samuel;S;Oller;M;samuel.oller@yahoo.co.uk;12/02/1971;386-37-1441;216-763-9878;Willoughby;Lake;Willoughby;OH;44096;Midwest;ssoller;Raymond Oller;Nathalie Oller;Leos;3:29:53 p. m.;45.68;58;11/16/2005;Q4;H2;2005;11;November;Nov;16;Wednesday;Wed;11.7;159840;4%;tb<[-:?:H
124763;Mr.;Javier;I;Hunter;M;javier.hunter@yahoo.com;11/09/1961;465-99-3378;217-381-3319;Chesterfield;Macoupin;Chesterfield;IL;62630;Midwest;jihunter;Micah Hunter;Jocelyn Hunter;Baumgartner;10:47:21 a. m.;55.75;76;1/13/2013;Q1;H1;2013;1;January;Jan;13;Sunday;Sun;4.54;188554;6%;6M0^7Pbz$*\
370591;Mr.;Korey;V;Truss;M;korey.truss@walmart.com;06/12/1996;308-37-9320;304-828-6492;Parkersburg;Wood;Parkersburg;WV;26102;South;kvtruss;Archie Truss;Jeni Truss;Lamontagne;7:26:15 a. m.;21.14;69;7/7/17;Q3;H2;2017;7;July;Jul;7;Friday;Fri;0.06;170918;20%;KciHa_x5dG
713567;Mrs.;Candance;Q;Hall;F;candance.hall@yahoo.co.in;08/03/1972;511-33-4383;239-755-5021;Fort Lauderdale;Broward;Fort Lauderdale;FL;33310;South;cqhall;Laverne Hall;Bulah Hall;Ezell;2:55:49 p. m.;45.01;49;8/1/93;Q3;H2;1993;8;August;Aug;1;Sunday;Sun;24.01;88308;23%;WksagK+AnV&
609932;Ms.;Theresia;C;Mcnabb;F;theresia.mcnabb@gmail.com;11/09/1995;581-99-9119;802-937-6882;Wardsboro;Windham;Wardsboro;VT;5355;Northeast;tcmcnabb;Josh Mcnabb;Jillian Mcnabb;Brawner;4:05:39 p. m.;21.73;56;5/19/2017;Q2;H1;2017;5;May;May;19;Friday;Fri;0.19;52690;23%;CIi.CC.#mS
756069;Drs.;Latoya;X;Donohoe;F;latoya.donohoe@walmart.com;12/29/1988;465-99-9292;210-315-0688;Brownsboro;Henderson;Brownsboro;TX;75756;South;lxdonohoe;Derick Donohoe;Charline Donohoe;Brooke;4:09:02 a. m.;28.6;49;1/31/2012;Q1;H1;2012;1;January;Jan;31;Tuesday;Tue;5.49;199885;25%;9*Z~sCZilgd{h3
978627;Drs.;Consuela;C;Riddell;F;consuela.riddell@apple.com;2/27/1988;098-02-3812;210-956-6463;Fort Worth;Tarrant;Fort Worth;TX;76103;South;ccriddell;Bryant Riddell;Lynette Riddell;Marlin;11:53:39 a. m.;29.44;55;12/1/14;Q4;H2;2014;12;December;Dec;1;Monday;Mon;2.66;147279;21%;wLPMKFX#i+
494708;Mrs.;Melodee;F;Hutton;F;melodee.hutton@shell.com;8/19/1963;723-18-6145;208-647-8935;Blanchard;Bonner;Blanchard;ID;83804;West;mfhutton;Junior Hutton;Rosalie Hutton;Gauvin;6:07:05 p. m.;53.98;44;9/17/2014;Q3;H2;2014;9;September;Sep;17;Wednesday;Wed;2.86;168171;6%;j1va1Bj&2&
228529;Dr.;Carlo;M;Ott;M;carlo.ott@gmail.com;6/24/1960;675-48-7011;228-407-3306;Moorhead;Sunflower;Moorhead;MS;38761;South;cmott;Ellis Ott;Venita Ott;Ruggles;11:30:04 p. m.;57.13;76;6/4/98;Q2;H1;1998;6;June;Jun;4;Thursday;Thu;19.16;146265;29%;"TndL:;D6+D?@F"
791987;Dr.;Bryon;S;Halvorson;M;bryon.halvorson@yahoo.co.in;12/29/1960;052-02-8693;217-324-3539;Calhoun;Richland;Calhoun;IL;62419;Midwest;bshalvorson;Chadwick Halvorson;Chante Halvorson;Mitchum;4:24:06 p. m.;56.62;68;1/9/00;Q1;H1;2000;1;January;Jan;9;Sunday;Sun;17.56;79669;27%;Jl3OmcBS.dA9lOx
862411;Ms.;Andrea;A;Robert;F;andrea.robert@gmail.com;01/09/1972;135-25-3745;304-722-3139;Tad;Kanawha;Tad;WV;25201;South;aarobert;Carol Robert;Myrtis Robert;Heffner;5:39:44 p. m.;45.58;43;9/23/2007;Q3;H2;2007;9;September;Sep;23;Sunday;Sun;9.85;66398;24%;SkAS[E/>LAD
202082;Mr.;Jeromy;O;Millner;M;jeromy.millner@hotmail.com;6/28/1992;596-94-3436;209-248-8430;Ridgecrest;Kern;Ridgecrest;CA;93556;West;jomillner;Billie Millner;Rosalba Millner;Spillman;2:50:06 a. m.;25.1;65;7/9/16;Q3;H2;2016;7;July;Jul;9;Saturday;Sat;1.05;175382;6%;3J9xFreH^
585791;Mrs.;Rae;J;Fordham;F;rae.fordham@bp.com;11/08/1993;119-98-3736;217-489-4344;La Rose;Marshall;La Rose;IL;61541;Midwest;rjfordham;Hugo Fordham;Peggy Fordham;Lent;4:45:19 a. m.;23.73;54;10/31/2015;Q4;H2;2015;10;October;Oct;31;Saturday;Sat;1.74;70923;8%;e7h3MU.jpm
615383;Hon.;Pete;O;Rush;M;pete.rush@msn.com;1/20/1978;358-08-9144;316-906-2696;Clifton;Washington;Clifton;KS;66937;Midwest;porush;Hai Rush;Sunshine Rush;Rademacher;4:40:55 p. m.;39.55;57;6/19/2005;Q2;H1;2005;6;June;Jun;19;Sunday;Sun;12.12;186827;1%;kKMr/CwJRz8CBK&
706674;Mr.;Matthew;K;Pitts;M;matthew.pitts@yahoo.co.uk;5/15/1992;703-18-7189;205-704-2964;Eufaula;Barbour;Eufaula;AL;36027;South;mkpitts;Omar Pitts;Yasmine Pitts;Sweeney;1:55:35 a. m.;25.22;84;1/29/2015;Q1;H1;2015;1;January;Jan;29;Thursday;Thu;2.5;141530;5%;ftx}!W/qY<_HeKq
281489;Mr.;Dewayne;A;Rhoads;M;dewayne.rhoads@sbcglobal.net;5/15/1990;487-29-8898;217-217-5578;Winthrop Harbor;Lake;Winthrop Harbor;IL;60096;Midwest;darhoads;Dudley Rhoads;Leah Rhoads;Crowe;10:15:43 a. m.;27.22;73;2/17/2013;Q1;H1;2013;2;February;Feb;17;Sunday;Sun;4.44;80182;27%;sS!#t~LM?p2
844315;Mr.;Stefan;G;Su;M;stefan.su@ibm.com;6/26/1983;616-87-3067;215-823-7693;Roaring Spring;Blair;Roaring Spring;PA;16673;Northeast;sgsu;Jamal Su;Rhoda Su;Hayashi;10:27:42 a. m.;34.11;52;1/3/12;Q1;H1;2012;1;January;Jan;3;Tuesday;Tue;5.57;165935;2%;IJ8UEX^jE4ZLG
349577;Mr.;Ward;D;Marshall;M;ward.marshall@gmail.com;2/25/1963;025-92-4615;701-583-1477;Belfield;Stark;Belfield;ND;58622;Midwest;wdmarshall;Newton Marshall;Tegan Marshall;Herrington;8:58:29 p. m.;54.46;61;8/25/1991;Q3;H2;1991;8;August;Aug;25;Sunday;Sun;25.94;193552;19%;KmD~<Ye|mitR07
197018;Mr.;Murray;A;Mccraw;M;murray.mccraw@gmail.com;8/22/1979;177-86-9873;215-907-4885;Clifford;Susquehanna;Clifford;PA;18413;Northeast;mamccraw;Johnny Mccraw;Jin Mccraw;Markey;5:46:38 p. m.;37.96;50;1/5/17;Q1;H1;2017;1;January;Jan;5;Thursday;Thu;0.56;86081;24%;z&%nYCtQQe-uz
620570;Mr.;Theo;E;Sevier;M;theo.sevier@aol.com;10/29/1993;160-86-4081;304-739-4947;Huntington;Cabell;Huntington;WV;25716;South;tesevier;Florentino Sevier;Daniell Sevier;Gist;4:49:05 a. m.;23.76;74;6/10/15;Q2;H1;2015;6;June;Jun;10;Wednesday;Wed;2.13;72349;6%;7Y^G[aPyH|rP|{k
952289;Mr.;Laurence;D;Galbreath;M;laurence.galbreath@yahoo.com;7/25/1985;044-15-8934;262-976-3547;Portage;Columbia;Portage;WI;53901;Midwest;ldgalbreath;Ivan Galbreath;Alva Galbreath;Medlin;12:39:13 a. m.;32.03;55;8/31/2009;Q3;H2;2009;8;August;Aug;31;Monday;Mon;7.91;111971;25%;"r;J^fm:\"
427782;Ms.;Tonda;Y;Shackelford;F;tonda.shackelford@yahoo.com;05/07/1993;499-29-0482;239-802-5702;Sebastian;Indian River;Sebastian;FL;32958;South;tyshackelford;Sherwood Shackelford;Neta Shackelford;Rolle;2:32:03 p. m.;24.24;55;8/19/2016;Q3;H2;2016;8;August;Aug;19;Friday;Fri;0.94;147824;13%;dISbGFk+!
756023;Drs.;Denita;Q;Deegan;F;denita.deegan@walmart.com;10/03/1964;321-11-0181;702-858-0346;Las Vegas;Clark;Las Vegas;NV;89111;West;dqdeegan;Eugenio Deegan;Parthenia Deegan;Mosqueda;2:05:57 a. m.;52.85;43;4/16/1998;Q2;H1;1998;4;April;Apr;16;Thursday;Thu;19.3;86116;10%;cqgj~dY1S}U
340473;Ms.;Fanny;L;Peabody;F;fanny.peabody@yahoo.com;5/22/1969;298-15-4436;205-924-3610;Alma;Clarke;Alma;AL;36501;South;flpeabody;Derick Peabody;Aisha Peabody;Mcreynolds;6:18:15 a. m.;48.22;51;11/20/2007;Q4;H2;2007;11;November;Nov;20;Tuesday;Tue;9.69;43690;27%;iI3X@CVg[ZZ7f
490713;Mr.;Alfonso;B;Samuelson;M;alfonso.samuelson@charter.net;8/25/1971;068-02-0427;225-238-4602;Hodge;Jackson;Hodge;LA;71247;South;absamuelson;Sang Samuelson;James Samuelson;Trejo;7:56:24 a. m.;45.96;74;12/26/1996;Q4;H2;1996;12;December;Dec;26;Thursday;Thu;20.6;163614;29%;Z*XPB?F?
606997;Ms.;Lizzie;Y;Blackmore;F;lizzie.blackmore@gmail.com;6/24/1968;011-94-8526;201-636-3694;Hewitt;Passaic;Hewitt;NJ;7421;Northeast;lyblackmore;Jamal Blackmore;Solange Blackmore;Muhammad;7:34:49 p. m.;49.13;56;10/8/89;Q4;H2;1989;10;October;Oct;8;Sunday;Sun;27.82;135903;17%;R-!J2b>^+eq6
501582;Mrs.;Beverlee;J;Rancourt;F;beverlee.rancourt@gmail.com;09/10/1981;217-89-4152;203-632-8099;Stamford;Fairfield;Stamford;CT;6925;Northeast;bjrancourt;Milton Rancourt;Madeline Rancourt;Soliz;7:42:39 p. m.;35.9;42;4/2/11;Q2;H1;2011;4;April;Apr;2;Saturday;Sat;6.33;52855;19%;"opIsAXZ&Q;"
476409;Mrs.;Leena;I;Kyles;F;leena.kyles@rediffmail.com;12/07/1988;252-99-4326;314-281-8486;Grovespring;Wright;Grovespring;MO;65662;Midwest;likyles;Jordan Kyles;Ping Kyles;Barbosa;4:13:10 a. m.;28.66;56;10/8/13;Q4;H2;2013;10;October;Oct;8;Tuesday;Tue;3.81;70541;12%;BS?-NkCUl1W{
409512;Ms.;Tawnya;I;Ott;F;tawnya.ott@exxonmobil.com;1/18/1965;042-15-6785;252-623-1744;Marietta;Robeson;Marietta;NC;28362;South;tiott;Luigi Ott;Mimi Ott;Lasseter;6:37:26 a. m.;52.56;46;3/14/2016;Q1;H1;2016;3;March;Mar;14;Monday;Mon;1.37;181850;22%;Xlj.j<N{az#o0
981894;Mrs.;Clarence;U;Neves;F;clarence.neves@gmail.com;06/10/1981;339-11-1937;210-740-1825;Amarillo;Potter;Amarillo;TX;79103;South;cuneves;Jospeh Neves;Elfreda Neves;Stein;5:21:04 a. m.;36.16;57;9/4/09;Q3;H2;2009;9;September;Sep;4;Friday;Fri;7.9;144829;16%;MdW~&xvbb@
983011;Ms.;Berniece;H;Carmody;F;berniece.carmody@hotmail.com;01/08/1970;066-02-0483;216-263-5462;Alvada;Seneca;Alvada;OH;44802;Midwest;bhcarmody;Davis Carmody;Marquitta Carmody;Milliken;4:54:40 a. m.;47.58;58;8/3/08;Q3;H2;2008;8;August;Aug;3;Sunday;Sun;8.99;195177;1%;"B}BA!;d1"
658206;Ms.;Hazel;M;Brennan;F;hazel.brennan@hotmail.com;05/10/1976;279-15-2016;216-918-0413;Botkins;Shelby;Botkins;OH;45306;Midwest;hmbrennan;Shirley Brennan;Narcisa Brennan;Vadnais;2:23:49 a. m.;41.24;57;8/22/2000;Q3;H2;2000;8;August;Aug;22;Tuesday;Tue;16.94;136273;5%;mVYKTe^CY>a.
541422;Mr.;Von;K;Layton;M;von.layton@comcast.net;5/19/1982;056-02-2410;210-653-7489;Post;Garza;Post;TX;79356;South;vklayton;Otis Layton;Tasia Layton;Carrasco;3:20:35 p. m.;35.22;65;6/9/15;Q2;H1;2015;6;June;Jun;9;Tuesday;Tue;2.14;146570;14%;5f]AndAqr
554263;Mrs.;Erica;G;Hailey;F;erica.hailey@gmail.com;11/16/1986;040-15-0309;217-794-5094;Cary;McHenry;Cary;IL;60013;Midwest;eghailey;Lionel Hailey;Gisela Hailey;Melgar;3:16:23 p. m.;30.72;52;11/12/08;Q4;H2;2008;11;November;Nov;12;Wednesday;Wed;8.71;124926;22%;X}pvESww
806051;Mr.;Harris;E;Reader;M;harris.reader@hotmail.com;4/18/1989;411-99-5525;217-915-6248;Buda;Bureau;Buda;IL;61314;Midwest;hereader;Thurman Reader;Evia Reader;Knowlton;4:58:45 p. m.;28.3;77;6/8/14;Q2;H1;2014;6;June;Jun;8;Sunday;Sun;3.14;192114;20%;m7&oK-6+|i<1[:
457533;Mrs.;Maryam;I;Baty;F;maryam.baty@gmail.com;11/28/1960;047-15-4679;252-445-8120;Atlantic;Carteret;Atlantic;NC;28511;South;mibaty;Edward Baty;Jenell Baty;Buckner;5:48:38 p. m.;56.7;51;1/3/13;Q1;H1;2013;1;January;Jan;3;Thursday;Thu;4.57;53784;1%;Cyao<.i[dV0#2U
893659;Prof.;Wiley;O;Iglesias;M;wiley.iglesias@earthlink.net;02/03/1975;172-86-1858;308-491-4066;Omaha;Sarpy;Omaha;NE;68136;Midwest;woiglesias;Frederick Iglesias;Dale Iglesias;Mannino;7:52:41 p. m.;42.51;61;1/10/98;Q1;H1;1998;1;January;Jan;10;Saturday;Sat;19.56;69074;29%;FInu+t6\l$/-z
469124;Mr.;Antonia;U;King;M;antonia.king@aol.com;08/02/1976;463-99-4642;236-292-8149;Speedwell;Wythe;Speedwell;VA;24374;South;auking;Antony King;Maple King;Brett;10:31:16 p. m.;41.01;53;12/1/97;Q4;H2;1997;12;December;Dec;1;Monday;Mon;19.67;92296;30%;"hmRA9#+7>-r;"
146754;Mrs.;Meridith;R;Marty;F;meridith.marty@gmail.com;09/09/1965;660-24-8289;209-594-2180;Pinole;Contra Costa;Pinole;CA;94564;West;mrmarty;Ross Marty;Jannette Marty;Raney;10:14:39 p. m.;51.92;41;7/11/01;Q3;H2;2001;7;July;Jul;11;Wednesday;Wed;16.06;165354;29%;Fc7L$llgkE#<0
957343;Hon.;Vito;V;Strawser;M;vito.strawser@gmail.com;10/05/1979;154-23-3395;406-252-5243;Fromberg;Carbon;Fromberg;MT;59029;West;vvstrawser;Neville Strawser;Ollie Strawser;Myer;3:45:10 p. m.;37.84;52;4/11/05;Q2;H1;2005;4;April;Apr;11;Monday;Mon;12.3;68008;8%;BTl#@Tz}
495139;Ms.;Karima;O;Faught;F;karima.faught@rediffmail.com;11/20/1965;445-27-4839;210-356-5731;Amarillo;Potter;Amarillo;TX;79167;South;kofaught;Neal Faught;Cristin Faught;Rush;6:11:06 p. m.;51.72;53;2/23/2000;Q1;H1;2000;2;February;Feb;23;Wednesday;Wed;17.44;104567;7%;MvZjD}~]
361948;Ms.;Bonnie;N;Blunt;F;bonnie.blunt@comcast.net;01/11/1960;503-45-2346;423-786-5873;Franklin;Williamson;Franklin;TN;37065;South;bnblunt;Clair Blunt;Raymond Blunt;Barajas;9:39:54 a. m.;57.58;48;4/6/17;Q2;H1;2017;4;April;Apr;6;Thursday;Thu;0.31;111325;15%;"WL8#>+1}uB;"
154262;Hon.;Chung;M;Sheffield;M;chung.sheffield@btinternet.com;05/01/1984;545-99-5440;209-781-8767;Guasti;San Bernardino;Guasti;CA;91743;West;cmsheffield;Garth Sheffield;Dion Sheffield;Allen;3:10:40 p. m.;33.26;83;7/10/09;Q3;H2;2009;7;July;Jul;10;Friday;Fri;8.05;91744;12%;pq7#9KY05d
321320;Ms.;Isabelle;L;Castello;F;isabelle.castello@gmail.com;7/21/1980;597-92-8148;210-951-7913;San Antonio;Bexar;San Antonio;TX;78227;South;ilcastello;Odis Castello;Arminda Castello;Azevedo;12:12:02 a. m.;37.04;53;9/21/2015;Q3;H2;2015;9;September;Sep;21;Monday;Mon;1.85;58406;7%;dMMse?8$]Fs
910371;Mr.;Herbert;O;Nowak;M;herbert.nowak@ibm.com;04/07/1990;129-98-1223;239-792-9242;Boca Raton;Palm Beach;Boca Raton;FL;33488;South;honowak;Jonathan Nowak;Gina Nowak;Mcgrew;7:40:47 a. m.;27.33;61;4/25/2015;Q2;H1;2015;4;April;Apr;25;Saturday;Sat;2.26;64660;17%;8D6R\Qk#[BFk1S
261435;Mr.;Cedric;H;Kinlaw;M;cedric.kinlaw@msn.com;10/23/1983;325-11-2231;207-749-5648;Livermore Falls;Androscoggin;Livermore Falls;ME;4254;Northeast;chkinlaw;Sang Kinlaw;Marcelene Kinlaw;Jonas;3:42:11 p. m.;33.79;55;10/16/2016;Q4;H2;2016;10;October;Oct;16;Sunday;Sun;0.78;157178;29%;d^6Lbeu&oO!K
798032;Hon.;Chong;F;Pennell;M;chong.pennell@yahoo.com;12/31/1957;179-86-6298;239-483-4017;Pensacola;Escambia;Pensacola;FL;32575;South;cfpennell;Valentine Pennell;Robbin Pennell;Borg;4:47:20 a. m.;59.61;88;4/11/93;Q2;H1;1993;4;April;Apr;11;Sunday;Sun;24.31;55787;29%;8l5q78nN{
252208;Ms.;Mignon;L;Sharpe;F;mignon.sharpe@hotmail.com;10/29/1957;038-74-2831;219-379-4764;Decatur;Adams;Decatur;IN;46733;Midwest;mlsharpe;Alex Sharpe;Gerri Sharpe;Ramsey;2:19:05 a. m.;59.79;58;7/21/2003;Q3;H2;2003;7;July;Jul;21;Monday;Mon;14.03;61474;0%;bU>qCJqO2G_!.Q
197785;Drs.;Cheyenne;H;Allmon;F;cheyenne.allmon@gmail.com;02/01/1960;753-07-6033;314-669-3858;Farrar;Perry;Farrar;MO;63746;Midwest;challmon;Maria Allmon;Malena Allmon;Pinkerton;4:44:41 p. m.;57.53;49;4/2/81;Q2;H1;1981;4;April;Apr;2;Thursday;Thu;36.35;89871;14%;G:klo>!@af{Iz
936737;Hon.;Lacy;B;Hutchings;M;lacy.hutchings@yahoo.com;04/10/1995;660-24-9519;270-383-7357;Girdler;Knox;Girdler;KY;40943;South;lbhutchings;Solomon Hutchings;Contessa Hutchings;Wagner;7:20:04 a. m.;22.32;85;10/19/2016;Q4;H2;2016;10;October;Oct;19;Wednesday;Wed;0.77;178303;0%;gkeCL<z~q
715052;Ms.;Dorathy;X;Uhl;F;dorathy.uhl@earthlink.net;06/04/1958;017-94-7840;236-532-8438;Roanoke;Roanoke;Roanoke;VA;24018;South;dxuhl;Margarito Uhl;Selina Uhl;Hurley;1:26:25 a. m.;59.19;55;1/25/2000;Q1;H1;2000;1;January;Jan;25;Tuesday;Tue;17.52;62139;25%;D#7qtES>u+uX
227926;Ms.;Verna;K;Bowen;F;verna.bowen@apple.com;07/01/1972;319-11-0241;216-400-6928;Rogers;Columbiana;Rogers;OH;44455;Midwest;vkbowen;Ismael Bowen;Tiffani Bowen;Petrillo;2:26:47 p. m.;45.1;53;9/16/2001;Q3;H2;2001;9;September;Sep;16;Sunday;Sun;15.87;193237;18%;SlE^6E3VKmGo
423624;Mr.;Elbert;R;Burns;M;elbert.burns@btinternet.com;11/20/1994;731-28-4451;216-979-1336;Terrace Park;Hamilton;Terrace Park;OH;45174;Midwest;erburns;Brooks Burns;Ruthanne Burns;Rolle;2:39:16 a. m.;22.7;69;4/7/17;Q2;H1;2017;4;April;Apr;7;Friday;Fri;0.31;82124;10%;ICc@mYNqmy
911345;Ms.;Dawn;R;Santiago;F;dawn.santiago@yahoo.co.in;11/26/1978;501-37-0837;339-914-3383;North Brookfield;Worcester;North Brookfield;MA;1535;Northeast;drsantiago;Olin Santiago;Tiffaney Santiago;Emery;9:20:02 a. m.;38.7;53;10/9/01;Q4;H2;2001;10;October;Oct;9;Tuesday;Tue;15.81;198928;23%;"B#4vD5At;d87"
834848;Prof.;Julian;H;Mease;M;julian.mease@charter.net;12/09/1962;116-98-9701;210-984-5037;El Paso;El Paso;El Paso;TX;88515;South;jhmease;Cordell Mease;Janay Mease;Archer;9:34:10 p. m.;54.67;76;4/22/1987;Q2;H1;1987;4;April;Apr;22;Wednesday;Wed;30.29;48117;20%;"B/]*s?esg+@;_N"
848790;Prof.;Roland;Y;Wooldridge;M;roland.wooldridge@yahoo.com;6/24/1976;425-99-7082;303-202-8037;Denver;Denver;Denver;CO;80295;West;rywooldridge;Domenic Wooldridge;Brynn Wooldridge;Dempsey;4:06:57 p. m.;41.12;89;5/26/2001;Q2;H1;2001;5;May;May;26;Saturday;Sat;16.18;131750;27%;s-8ra<oPDW
286946;Mr.;Judson;G;Vachon;M;judson.vachon@yahoo.com;8/25/1973;054-02-6813;217-842-5933;Bonfield;Kankakee;Bonfield;IL;60913;Midwest;jgvachon;Del Vachon;Felecia Vachon;Laux;8:28:28 p. m.;43.95;50;4/8/15;Q2;H1;2015;4;April;Apr;8;Wednesday;Wed;2.31;137249;3%;"Obh[z!K;3{|J1Gm"
810313;Mrs.;Josephina;O;Harvey;F;josephina.harvey@yahoo.com;10/31/1975;150-23-9214;319-790-8609;Runnells;Polk;Runnells;IA;50237;Midwest;joharvey;Duncan Harvey;Virgie Harvey;Tolliver;1:25:00 p. m.;41.77;52;3/10/04;Q1;H1;2004;3;March;Mar;10;Wednesday;Wed;13.39;141562;24%;9:nn_Dl|
226702;Ms.;Rosario;B;Spence;F;rosario.spence@gmail.com;11/25/1990;126-98-9172;208-520-9321;Harvard;Latah;Harvard;ID;83834;West;rbspence;Santo Spence;Liberty Spence;Beers;3:02:46 a. m.;26.69;50;3/20/2012;Q1;H1;2012;3;March;Mar;20;Tuesday;Tue;5.36;96190;27%;YIH:th:ua/[
295842;Mrs.;Sun;U;Roseboro;F;sun.roseboro@gmail.com;1/21/1988;262-99-8964;503-597-4226;Union;Union;Union;OR;97883;West;suroseboro;Adolph Roseboro;Arcelia Roseboro;Greiner;4:27:37 p. m.;29.54;44;7/18/2011;Q3;H2;2011;7;July;Jul;18;Monday;Mon;6.03;79601;19%;RM~z:fv$d_NeS
411284;Mr.;Blair;K;Avina;M;blair.avina@gmail.com;01/09/1983;151-23-3613;239-204-4408;Plant City;Hillsborough;Plant City;FL;33567;South;bkavina;Adalberto Avina;Yolonda Avina;Knowlton;11:27:45 a. m.;34.57;89;1/19/2005;Q1;H1;2005;1;January;Jan;19;Wednesday;Wed;12.53;57481;4%;"RsZ{3;3oEtvI"
818592;Mrs.;Serita;Y;Greathouse;F;serita.greathouse@hotmail.com;5/18/1986;448-27-9090;209-689-0418;San Francisco;San Francisco;San Francisco;CA;94157;West;sygreathouse;Brady Greathouse;Terra Greathouse;Lacy;7:06:16 p. m.;31.22;45;10/31/2013;Q4;H2;2013;10;October;Oct;31;Thursday;Thu;3.74;169498;7%;xZw!1d5WshnCF
169096;Mr.;Charles;L;Ash;M;charles.ash@verizon.net;04/07/1967;060-02-6197;209-648-9300;San Diego;San Diego;San Diego;CA;92152;West;clash;Margarito Ash;Sasha Ash;Travis;3:25:06 a. m.;50.34;64;7/1/08;Q3;H2;2008;7;July;Jul;1;Tuesday;Tue;9.08;46484;2%;HNF88mhC0t8y
789189;Dr.;Brant;D;Mccrory;M;brant.mccrory@yahoo.com;6/16/1994;667-48-5406;219-524-4125;La Porte;LaPorte;La Porte;IN;46350;Midwest;bdmccrory;Corey Mccrory;Tonie Mccrory;Corson;9:48:15 p. m.;23.13;88;9/10/15;Q3;H2;2015;9;September;Sep;10;Thursday;Thu;1.88;166412;18%;eV!3\OV7QlatM
858542;Dr.;Casey;K;Gilley;M;casey.gilley@bellsouth.net;01/10/1986;162-86-0500;603-331-6018;Portsmouth;Rockingham;Portsmouth;NH;215;Northeast;ckgilley;Winfred Gilley;Cecilia Gilley;Mock;7:32:28 a. m.;31.57;69;5/20/2014;Q2;H1;2014;5;May;May;20;Tuesday;Tue;3.19;183964;16%;"I-9Ger4DlASO;o"
139361;Mr.;Guillermo;K;Beall;M;guillermo.beall@gmail.com;7/21/1989;507-57-1312;219-809-8692;Cromwell;Noble;Cromwell;IN;46732;Midwest;gkbeall;Chong Beall;Melia Beall;Murdoch;12:03:50 p. m.;28.04;62;12/11/10;Q4;H2;2010;12;December;Dec;11;Saturday;Sat;6.63;109306;5%;AR>1!_{r_6
441381;Mr.;Normand;B;Mellon;M;normand.mellon@exxonmobil.com;12/10/1975;273-17-8380;212-999-5481;Stuyvesant Falls;Columbia;Stuyvesant Falls;NY;12174;Northeast;nbmellon;Theodore Mellon;Kendall Mellon;Atkinson;12:46:44 a. m.;41.66;66;9/22/1997;Q3;H2;1997;9;September;Sep;22;Monday;Mon;19.86;109285;2%;mh~AcT}\J7\cXG2
157445;Mr.;Otto;V;Shavers;M;otto.shavers@gmail.com;05/07/1971;362-39-4828;215-745-8869;Richlandtown;Bucks;Richlandtown;PA;18955;Northeast;ovshavers;Reuben Shavers;Jacque Shavers;Haddix;2:33:07 p. m.;46.26;50;5/18/1993;Q2;H1;1993;5;May;May;18;Tuesday;Tue;24.21;51330;9%;YuJ<zMic
642881;Mrs.;Dixie;Y;Byer;F;dixie.byer@aol.com;6/23/1958;723-18-3278;252-420-2521;Rockwell;Rowan;Rockwell;NC;28138;South;dybyer;Mckinley Byer;Hulda Byer;Miranda;4:09:29 a. m.;59.14;59;3/4/84;Q1;H1;1984;3;March;Mar;4;Sunday;Sun;33.42;189247;15%;NiY.l#S]I\e~!q{
230139;Prof.;Marcos;E;Hibbs;M;marcos.hibbs@gmail.com;7/16/1962;762-12-8127;701-378-5814;Amidon;Slope;Amidon;ND;58620;Midwest;mehibbs;Harley Hibbs;Millicent Hibbs;Johansen;1:27:59 p. m.;55.07;78;8/11/13;Q3;H2;2013;8;August;Aug;11;Sunday;Sun;3.96;193342;10%;lRp$~\PjBA8
